<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:8ea415f62869741090004851901d41e9c6a979862aaf0c80ad505ce8c42b4149
size 23312
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Aatpadi,04/11/10,1,Red,1000,1100,1050
Ahmednagar,06/11/10,949.1,Other,500,2510,1505
,08/11/10,2126.3,Other,500,3000,1750
,11/11/10,1869.6,Other,700,3625,2150
,15/11/10,1360.8,Other,650,3350,2000
Akole,04/11/10,83.1,Other,300,2105,1398
,07/11/10,48.7,Other,300,2800,1949
,25/11/10,23.7,Other,300,4000,1900
Aurangabad,01/11/10,41.8,Other,400,1100,750
,02/11/10,29,Other,300,1200,750
,03/11/10,32.5,Other,400,1000,700
,04/11/10,43.3,Other,500,1200,850
,06/11/10,3.2,Other,300,1000,650
,07/11/10,28.5,Other,300,900,600
,08/11/10,24.3,Other,300,1100,700
,09/11/10,15.2,Other,250,950,600
,10/11/10,23.1,Other,350,950,650
,11/11/10,36,Other,200,1000,600
,13/11/10,45.3,Other,800,2400,1600
,14/11/10,32.5,Other,600,2200,1400
,15/11/10,40.3,Other,500,2500,1500
,16/11/10,43.3,Other,800,2200,1500
,17/11/10,11.7,Other,800,2200,1500
,18/11/10,57.1,Other,300,2300,1300
,20/11/10,40.2,Other,500,2000,1250
,21/11/10,41.5,Other,400,1400,1100
,22/11/10,35,Other,200,1300,750
,23/11/10,40.6,Other,250,1150,700
,24/11/10,21,Other,300,1600,750
,25/11/10,51.3,Other,400,2000,1200
,27/11/10,20.7,Other,500,1800,1150
,28/11/10,53.3,Other,700,2000,1350
,29/11/10,54,Other,300,1900,1100
,30/11/10,42.2,Other,250,1750,1000
Baramati,08/11/10,14.5,Red,400,1900,1000
,24/11/10,30,Red,400,3500,1100
,27/11/10,42.5,Red,500,3500,1300
Barshi,18/11/10,8.4,Other,100,1500,1050
,19/11/10,1.4,,NR,NR,NR
,20/11/10,5,Other,715,1550,1100
,30/11/10,14.5,,NR,NR,NR
Bhivandi,29/11/10,0.1,Other,4000,5000,4500
,30/11/10,0.1,Other,4000,5000,4500
Chandrapur(Ganjwad),03/11/10,25.6,Other,1200,2000,1800
,15/11/10,18.6,Other,1100,2000,1600
,16/11/10,35.9,Other,1000,1800,1600
,17/11/10,19.1,Other,1700,1900,1800
,18/11/10,23.7,Other,1700,2000,1800
,19/11/10,24,Other,1200,2000,1600
,22/11/10,27.1,Other,1000,2000,1900
,23/11/10,26.7,Other,700,2125,2000
,24/11/10,19.6,Other,1000,2000,1900
,25/11/10,12.2,Other,1000,2100,2000
,26/11/10,14.7,Other,800,2100,2000
,27/11/10,14.9,Other,1500,2100,2000
,30/11/10,17.8,Other,1500,2500,2300
Chandvad,10/11/10,70,Other,700,2786,2300
,11/11/10,367,Other,700,2385,1900
,12/11/10,350,Other,400,1751,1500
,13/11/10,510.5,Other,400,1756,1200
,16/11/10,430,Other,1900,2999,2400
,17/11/10,419,Other,400,1956,1300
,18/11/10,286,Other,300,2100,1400
,19/11/10,186.5,Other,1200,2950,2100
,20/11/10,506,Other,300,2500,1400
,23/11/10,418.5,Other,300,2501,1600
,24/11/10,179,Other,100,2150,1400
,25/11/10,400,Other,100,2351,1550
,27/11/10,609.5,Other,600,2200,1300
,30/11/10,752.5,Other,600,2025,1350
Devala,01/11/10,620,Other,676,1700,1350
,,,Red,750,1400,1000
,02/11/10,225,Other,900,1693,1450
,,,Red,500,1640,1100
,10/11/10,360,Other,1000,3049,2900
,,,Red,750,2254,1850
